year,month,place,state,rainfall_mm,elevation_m,slope_deg,soil_type,landslide
2015,9,Nilgiris,Tamil Nadu,432.27,1817.71,31.05,loam,1
2015,10,Nilgiris,Tamil Nadu,74.53,1799.4,25.08,loam,1
2015,11,Nilgiris,Tamil Nadu,76.2,1792.3,24.32,loam,1
2015,12,Nilgiris,Tamil Nadu,211.05,1800.08,29.46,loam,1
2016,1,Nilgiris,Tamil Nadu,58.8,1780.77,27.18,loam,0
2016,2,Nilgiris,Tamil Nadu,92.94,1761.48,29.6,loam,0
2016,3,Nilgiris,Tamil Nadu,105.96,1834.02,26.07,loam,0
2016,4,Nilgiris,Tamil Nadu,115.6,1783.78,30.57,loam,0
2016,5,Nilgiris,Tamil Nadu,351.92,1811.91,31.52,loam,1
2016,6,Nilgiris,Tamil Nadu,644.85,1781.53,32.67,loam,1
2016,7,Nilgiris,Tamil Nadu,477.58,1786.9,30.46,loam,1
2016,8,Nilgiris,Tamil Nadu,546.53,1784.35,30.05,loam,1
2016,9,Nilgiris,Tamil Nadu,243.02,1820.63,27.4,loam,0
2016,10,Nilgiris,Tamil Nadu,86.34,1818.22,28.54,loam,0
2016,11,Nilgiris,Tamil Nadu,64.74,1821.27,29.59,loam,1
2016,12,Nilgiris,Tamil Nadu,98.37,1798.36,35.95,loam,0
2017,1,Nilgiris,Tamil Nadu,165.17,1830.9,30.27,loam,0
2017,2,Nilgiris,Tamil Nadu,119.45,1792.88,28.69,loam,0
2017,3,Nilgiris,Tamil Nadu,107.28,1815.03,25.67,loam,0
2017,4,Nilgiris,Tamil Nadu,22.98,1764.59,33.71,loam,0
2017,5,Nilgiris,Tamil Nadu,350.15,1771.53,33.12,loam,1
2017,6,Nilgiris,Tamil Nadu,549.82,1840.06,27.77,loam,0
2017,7,Nilgiris,Tamil Nadu,439.38,1828.14,26.43,loam,0
2017,8,Nilgiris,Tamil Nadu,503.1,1796.29,27.36,loam,1
2017,9,Nilgiris,Tamil Nadu,315.27,1774.95,32.22,loam,1
2017,10,Nilgiris,Tamil Nadu,20.0,1771.65,29.35,loam,0
2017,11,Nilgiris,Tamil Nadu,252.01,1819.62,29.94,loam,0
2017,12,Nilgiris,Tamil Nadu,228.32,1805.41,33.16,loam,0
2018,1,Nilgiris,Tamil Nadu,125.39,1816.82,31.78,loam,1
2018,2,Nilgiris,Tamil Nadu,89.79,1824.52,27.77,loam,0
2018,3,Nilgiris,Tamil Nadu,139.54,1804.12,30.15,loam,0
2018,4,Nilgiris,Tamil Nadu,138.85,1743.16,27.19,loam,0
2018,5,Nilgiris,Tamil Nadu,351.5,1797.42,25.07,loam,1
2018,6,Nilgiris,Tamil Nadu,668.98,1813.43,30.15,loam,1
2018,7,Nilgiris,Tamil Nadu,530.29,1790.62,29.05,loam,1
2018,8,Nilgiris,Tamil Nadu,602.75,1808.14,28.89,loam,0
2018,9,Nilgiris,Tamil Nadu,456.96,1779.73,26.23,loam,1
2018,10,Nilgiris,Tamil Nadu,152.19,1808.25,31.86,loam,0
2018,11,Nilgiris,Tamil Nadu,114.86,1759.81,30.55,loam,1
2018,12,Nilgiris,Tamil Nadu,124.62,1821.04,28.15,loam,0
2019,1,Nilgiris,Tamil Nadu,20.0,1793.33,28.71,loam,0
2019,2,Nilgiris,Tamil Nadu,104.69,1808.3,28.73,loam,0
2019,3,Nilgiris,Tamil Nadu,113.2,1783.45,31.28,loam,0
2019,4,Nilgiris,Tamil Nadu,96.72,1768.92,27.12,loam,0
2019,5,Nilgiris,Tamil Nadu,239.57,1811.81,34.45,loam,0
2019,6,Nilgiris,Tamil Nadu,503.75,1794.81,31.89,loam,1
2019,7,Nilgiris,Tamil Nadu,519.58,1788.7,28.59,loam,1
2019,8,Nilgiris,Tamil Nadu,465.46,1787.84,27.61,loam,1
2019,9,Nilgiris,Tamil Nadu,341.61,1795.47,28.05,loam,1
2019,10,Nilgiris,Tamil Nadu,116.66,1803.76,30.3,loam,0
2019,11,Nilgiris,Tamil Nadu,60.74,1819.77,24.09,loam,0
2019,12,Nilgiris,Tamil Nadu,59.21,1785.06,25.42,loam,1
2020,1,Nilgiris,Tamil Nadu,157.27,1802.65,31.75,loam,0
2020,2,Nilgiris,Tamil Nadu,22.24,1779.87,32.87,loam,0
2020,3,Nilgiris,Tamil Nadu,98.66,1795.27,32.76,loam,0
2020,4,Nilgiris,Tamil Nadu,206.76,1810.23,26.02,loam,0
2020,5,Nilgiris,Tamil Nadu,277.03,1734.89,30.6,loam,1
2020,6,Nilgiris,Tamil Nadu,556.35,1825.93,32.22,loam,0
2020,7,Nilgiris,Tamil Nadu,557.45,1755.54,30.96,loam,1
2020,8,Nilgiris,Tamil Nadu,527.2,1817.26,22.32,loam,1
2020,9,Nilgiris,Tamil Nadu,277.21,1816.98,26.55,loam,0
2020,10,Nilgiris,Tamil Nadu,143.85,1773.44,26.41,loam,1
2020,11,Nilgiris,Tamil Nadu,150.87,1819.58,29.25,loam,0
2020,12,Nilgiris,Tamil Nadu,201.43,1785.04,30.69,loam,1
2021,1,Nilgiris,Tamil Nadu,148.78,1835.04,31.95,loam,0
2021,2,Nilgiris,Tamil Nadu,181.9,1820.08,30.1,loam,0
2021,3,Nilgiris,Tamil Nadu,160.08,1795.42,31.6,loam,0
2021,4,Nilgiris,Tamil Nadu,172.64,1798.14,33.26,loam,0
2021,5,Nilgiris,Tamil Nadu,411.06,1784.57,28.33,loam,1
2021,6,Nilgiris,Tamil Nadu,630.35,1823.44,31.9,loam,1
2021,7,Nilgiris,Tamil Nadu,501.35,1790.32,32.09,loam,1
2021,8,Nilgiris,Tamil Nadu,563.24,1811.37,32.32,loam,0
2021,9,Nilgiris,Tamil Nadu,390.77,1801.24,30.02,loam,0
2021,10,Nilgiris,Tamil Nadu,109.4,1806.73,30.73,loam,0
2021,11,Nilgiris,Tamil Nadu,94.95,1778.43,32.08,loam,0
2021,12,Nilgiris,Tamil Nadu,84.71,1819.3,33.33,loam,0
2022,1,Nilgiris,Tamil Nadu,125.06,1755.59,31.23,loam,0
2022,2,Nilgiris,Tamil Nadu,35.29,1830.44,27.39,loam,0
2022,3,Nilgiris,Tamil Nadu,107.36,1786.6,24.88,loam,1
2022,4,Nilgiris,Tamil Nadu,190.6,1813.53,29.54,loam,0
2022,5,Nilgiris,Tamil Nadu,408.46,1791.01,26.02,loam,1
2022,6,Nilgiris,Tamil Nadu,549.37,1787.32,24.99,loam,0
2022,7,Nilgiris,Tamil Nadu,538.4,1794.24,27.23,loam,1
2022,8,Nilgiris,Tamil Nadu,595.87,1772.29,25.02,loam,1
2022,9,Nilgiris,Tamil Nadu,299.89,1776.95,26.99,loam,0
2022,10,Nilgiris,Tamil Nadu,120.62,1797.92,30.56,loam,0
2022,11,Nilgiris,Tamil Nadu,67.69,1767.51,32.49,loam,0
2022,12,Nilgiris,Tamil Nadu,47.56,1760.63,32.78,loam,0
2023,1,Nilgiris,Tamil Nadu,138.34,1808.51,31.17,loam,0
2023,2,Nilgiris,Tamil Nadu,53.38,1842.38,30.13,loam,0
2023,3,Nilgiris,Tamil Nadu,139.57,1798.45,33.37,loam,1
2023,4,Nilgiris,Tamil Nadu,53.39,1796.48,30.95,loam,0
2023,5,Nilgiris,Tamil Nadu,280.77,1759.84,35.25,loam,0
2023,6,Nilgiris,Tamil Nadu,530.84,1775.67,31.08,loam,1
2023,7,Nilgiris,Tamil Nadu,435.37,1782.74,27.25,loam,1
2023,8,Nilgiris,Tamil Nadu,584.69,1792.48,34.84,loam,1
2023,9,Nilgiris,Tamil Nadu,336.96,1811.8,30.23,loam,1
2023,10,Nilgiris,Tamil Nadu,190.27,1817.03,30.46,loam,1
2023,11,Nilgiris,Tamil Nadu,146.25,1794.77,33.22,loam,1
2023,12,Nilgiris,Tamil Nadu,153.87,1793.26,33.32,loam,0
2024,1,Nilgiris,Tamil Nadu,148.72,1784.85,35.16,loam,0
2024,2,Nilgiris,Tamil Nadu,61.15,1788.02,24.68,loam,0
2024,3,Nilgiris,Tamil Nadu,107.39,1787.67,34.33,loam,1
2024,4,Nilgiris,Tamil Nadu,155.94,1813.57,26.88,loam,0
2024,5,Nilgiris,Tamil Nadu,322.41,1791.72,28.16,loam,0
2024,6,Nilgiris,Tamil Nadu,441.58,1746.38,31.6,loam,0
2024,7,Nilgiris,Tamil Nadu,463.09,1813.72,29.24,loam,1
2024,8,Nilgiris,Tamil Nadu,510.77,1817.69,30.03,loam,1
2024,9,Nilgiris,Tamil Nadu,184.1,1809.19,29.06,loam,0
2024,10,Nilgiris,Tamil Nadu,136.11,1790.26,34.77,loam,0
2024,11,Nilgiris,Tamil Nadu,128.69,1813.89,27.24,loam,1
2024,12,Nilgiris,Tamil Nadu,89.44,1802.8,35.23,loam,0
2025,1,Nilgiris,Tamil Nadu,111.06,1792.29,37.28,loam,1
2025,2,Nilgiris,Tamil Nadu,115.31,1785.18,27.79,loam,0
2025,3,Nilgiris,Tamil Nadu,185.36,1852.21,25.24,loam,0
2025,4,Nilgiris,Tamil Nadu,189.24,1826.38,30.0,loam,0
2025,5,Nilgiris,Tamil Nadu,381.57,1823.11,26.96,loam,0
2025,6,Nilgiris,Tamil Nadu,548.55,1780.26,31.3,loam,1
2025,7,Nilgiris,Tamil Nadu,620.21,1794.13,30.11,loam,1
2025,8,Nilgiris,Tamil Nadu,565.96,1780.88,36.09,loam,1
2025,9,Nilgiris,Tamil Nadu,378.74,1843.97,31.12,loam,0
2025,10,Nilgiris,Tamil Nadu,20.0,1795.33,29.28,loam,1
2025,11,Nilgiris,Tamil Nadu,76.08,1798.41,33.71,loam,0
2025,12,Nilgiris,Tamil Nadu,107.54,1823.52,31.49,loam,1
2015,1,Idukki,Kerala,126.85,1030.0,25.52,laterite,0
2015,2,Idukki,Kerala,151.36,968.64,22.59,laterite,0
2015,3,Idukki,Kerala,77.12,1022.43,30.82,laterite,0
2015,4,Idukki,Kerala,45.91,1006.71,31.54,laterite,0
2015,5,Idukki,Kerala,357.89,1002.1,31.23,laterite,0
2015,6,Idukki,Kerala,471.64,981.98,28.59,laterite,0
2015,7,Idukki,Kerala,516.23,1004.93,27.93,laterite,0
2015,8,Idukki,Kerala,587.6,1046.62,30.33,laterite,0
2015,9,Idukki,Kerala,259.99,978.81,25.04,laterite,1
2015,10,Idukki,Kerala,67.09,1021.27,26.53,laterite,1
2015,11,Idukki,Kerala,116.04,977.31,31.56,laterite,0
2015,12,Idukki,Kerala,176.01,1023.17,23.7,laterite,0
2016,1,Idukki,Kerala,48.96,977.62,28.79,laterite,0
2016,2,Idukki,Kerala,27.94,1015.45,30.13,laterite,0
2016,3,Idukki,Kerala,77.69,1014.55,27.78,laterite,0
2016,4,Idukki,Kerala,91.89,998.34,26.0,laterite,0
2016,5,Idukki,Kerala,354.24,993.41,29.04,laterite,0
2016,6,Idukki,Kerala,587.92,992.69,25.59,laterite,1
2016,7,Idukki,Kerala,593.08,1015.31,23.95,laterite,1
2016,8,Idukki,Kerala,620.56,985.06,21.56,laterite,1
2016,9,Idukki,Kerala,385.85,1033.22,28.16,laterite,0
2016,10,Idukki,Kerala,177.5,1008.26,31.9,laterite,0
2016,11,Idukki,Kerala,98.41,1039.09,24.54,laterite,1
2016,12,Idukki,Kerala,161.71,1003.98,26.38,laterite,0
2017,1,Idukki,Kerala,179.12,985.19,27.37,laterite,0
2017,2,Idukki,Kerala,95.66,1013.96,26.52,laterite,0
2017,3,Idukki,Kerala,49.4,1025.29,31.02,laterite,0
2017,4,Idukki,Kerala,96.89,969.85,28.12,laterite,0
2017,5,Idukki,Kerala,476.71,991.62,28.03,laterite,0
2017,6,Idukki,Kerala,628.76,975.49,36.19,laterite,1
2017,7,Idukki,Kerala,558.77,1009.66,26.39,laterite,1
2017,8,Idukki,Kerala,671.9,979.81,26.55,laterite,0
2017,9,Idukki,Kerala,383.19,971.73,28.87,laterite,1
2017,10,Idukki,Kerala,77.75,1007.22,27.22,laterite,1
2017,11,Idukki,Kerala,118.8,987.09,26.41,laterite,1
2017,12,Idukki,Kerala,81.21,983.51,24.89,laterite,1
2018,1,Idukki,Kerala,102.41,993.96,26.81,laterite,0
2018,2,Idukki,Kerala,81.02,1026.3,23.96,laterite,1
2018,3,Idukki,Kerala,71.58,967.6,25.63,laterite,1
2018,4,Idukki,Kerala,95.02,1008.3,29.64,laterite,1
2018,5,Idukki,Kerala,341.65,978.79,28.72,laterite,0
2018,6,Idukki,Kerala,554.03,973.42,23.5,laterite,0
2018,7,Idukki,Kerala,534.11,955.59,26.76,laterite,1
2018,8,Idukki,Kerala,468.69,941.95,28.63,laterite,0
2018,9,Idukki,Kerala,372.46,1009.22,28.18,laterite,0
2018,10,Idukki,Kerala,46.72,987.52,32.11,laterite,0
2018,11,Idukki,Kerala,192.6,998.45,29.85,laterite,0
2018,12,Idukki,Kerala,86.21,950.89,25.53,laterite,1
2019,1,Idukki,Kerala,235.84,1055.47,26.52,laterite,0
2019,2,Idukki,Kerala,47.28,977.69,28.21,laterite,0
2019,3,Idukki,Kerala,155.73,984.8,25.38,laterite,0
2019,4,Idukki,Kerala,188.28,1001.69,28.34,laterite,0
2019,5,Idukki,Kerala,343.55,982.05,26.31,laterite,0
2019,6,Idukki,Kerala,645.43,1013.0,24.07,laterite,0
2019,7,Idukki,Kerala,593.17,979.04,24.34,laterite,0
2019,8,Idukki,Kerala,707.52,996.45,23.45,laterite,1
2019,9,Idukki,Kerala,387.61,976.59,25.0,laterite,1
2019,10,Idukki,Kerala,127.04,1039.78,26.38,laterite,0
2019,11,Idukki,Kerala,65.44,986.84,31.17,laterite,1
2019,12,Idukki,Kerala,161.26,985.02,23.67,laterite,0
2020,1,Idukki,Kerala,152.62,1098.16,20.75,laterite,0
2020,2,Idukki,Kerala,28.94,992.46,27.75,laterite,0
2020,3,Idukki,Kerala,97.15,971.75,25.65,laterite,0
2020,4,Idukki,Kerala,141.63,988.84,29.26,laterite,0
2020,5,Idukki,Kerala,345.67,1016.72,27.29,laterite,0
2020,6,Idukki,Kerala,517.58,969.88,28.52,laterite,1
2020,7,Idukki,Kerala,654.43,1024.64,29.61,laterite,0
2020,8,Idukki,Kerala,579.63,1013.34,24.11,laterite,0
2020,9,Idukki,Kerala,408.76,1036.82,25.19,laterite,1
2020,10,Idukki,Kerala,72.92,968.72,25.59,laterite,0
2020,11,Idukki,Kerala,141.57,971.31,27.26,laterite,0
2020,12,Idukki,Kerala,246.66,990.69,29.47,laterite,0
2021,1,Idukki,Kerala,215.73,1023.3,26.29,laterite,1
2021,2,Idukki,Kerala,44.51,987.44,25.52,laterite,0
2021,3,Idukki,Kerala,20.0,1008.81,25.29,laterite,0
2021,4,Idukki,Kerala,127.09,1019.51,22.13,laterite,1
2021,5,Idukki,Kerala,309.13,1022.78,27.32,laterite,0
2021,6,Idukki,Kerala,457.47,1047.74,29.43,laterite,1
2021,7,Idukki,Kerala,559.81,996.93,27.28,laterite,1
2021,8,Idukki,Kerala,652.95,1003.72,24.96,laterite,1
2021,9,Idukki,Kerala,448.28,1006.44,23.27,laterite,0
2021,10,Idukki,Kerala,101.57,998.35,28.35,laterite,1
2021,11,Idukki,Kerala,102.13,989.66,32.66,laterite,1
2021,12,Idukki,Kerala,30.76,953.36,30.09,laterite,0
2022,1,Idukki,Kerala,46.93,965.07,25.25,laterite,1
2022,2,Idukki,Kerala,120.06,978.72,30.7,laterite,1
2022,3,Idukki,Kerala,196.18,988.42,25.77,laterite,0
2022,4,Idukki,Kerala,148.81,995.33,28.01,laterite,1
2022,5,Idukki,Kerala,212.84,983.54,28.36,laterite,0
2022,6,Idukki,Kerala,672.48,1012.48,26.6,laterite,1
2022,7,Idukki,Kerala,605.68,1003.92,25.24,laterite,1
2022,8,Idukki,Kerala,437.95,1028.6,28.21,laterite,0
2022,9,Idukki,Kerala,279.83,982.26,26.13,laterite,0
2022,10,Idukki,Kerala,193.6,1032.16,26.5,laterite,1
2022,11,Idukki,Kerala,143.21,991.68,26.72,laterite,1
2022,12,Idukki,Kerala,133.35,1025.45,27.04,laterite,0
2023,1,Idukki,Kerala,163.73,968.27,32.11,laterite,0
2023,2,Idukki,Kerala,220.07,1040.66,25.49,laterite,0
2023,3,Idukki,Kerala,138.6,1030.01,27.42,laterite,0
2023,4,Idukki,Kerala,55.13,1016.37,25.58,laterite,1
2023,5,Idukki,Kerala,196.45,954.55,29.28,laterite,0
2023,6,Idukki,Kerala,585.09,1032.7,23.46,laterite,1
2023,7,Idukki,Kerala,531.45,1041.24,30.21,laterite,0
2023,8,Idukki,Kerala,581.6,1011.09,23.54,laterite,1
2023,9,Idukki,Kerala,294.59,970.96,26.15,laterite,0
2023,10,Idukki,Kerala,49.59,978.99,26.33,laterite,0
2023,11,Idukki,Kerala,142.82,1012.28,25.93,laterite,1
2023,12,Idukki,Kerala,166.54,1002.09,25.44,laterite,0
2024,1,Idukki,Kerala,113.86,999.06,21.81,laterite,0
2024,2,Idukki,Kerala,20.0,1008.52,23.94,laterite,0
2024,3,Idukki,Kerala,170.02,946.82,26.7,laterite,0
2024,4,Idukki,Kerala,83.77,1016.38,28.91,laterite,0
2024,5,Idukki,Kerala,341.08,977.58,29.53,laterite,1
2024,6,Idukki,Kerala,587.05,980.62,26.97,laterite,1
2024,7,Idukki,Kerala,484.1,959.22,23.29,laterite,0
2024,8,Idukki,Kerala,582.92,1017.86,26.48,laterite,1
2024,9,Idukki,Kerala,278.46,956.2,25.83,laterite,1
2024,10,Idukki,Kerala,213.29,978.51,28.58,laterite,1
2024,11,Idukki,Kerala,59.08,981.19,22.6,laterite,0
2024,12,Idukki,Kerala,150.21,1024.32,25.87,laterite,1
2025,1,Idukki,Kerala,192.34,970.08,29.68,laterite,0
2025,2,Idukki,Kerala,222.29,992.99,21.52,laterite,0
2025,3,Idukki,Kerala,218.51,1017.82,21.35,laterite,0
2025,4,Idukki,Kerala,138.75,1023.2,28.63,laterite,1
2025,5,Idukki,Kerala,345.88,976.19,24.97,laterite,0
2025,6,Idukki,Kerala,565.48,988.67,29.68,laterite,1
2025,7,Idukki,Kerala,616.98,1018.39,32.35,laterite,0
2025,8,Idukki,Kerala,484.2,1018.22,23.89,laterite,0
2025,9,Idukki,Kerala,249.18,1007.09,24.04,laterite,0
2025,10,Idukki,Kerala,187.49,994.77,28.6,laterite,1
2025,11,Idukki,Kerala,111.16,973.23,32.73,laterite,0
2025,12,Idukki,Kerala,123.88,1005.48,27.23,laterite,0
2015,1,Darjeeling,West Bengal,20.0,2126.47,28.48,loam,1
2015,2,Darjeeling,West Bengal,55.75,2125.92,34.7,loam,0
2015,3,Darjeeling,West Bengal,153.93,2126.45,30.1,loam,0
2015,4,Darjeeling,West Bengal,154.77,2071.56,32.64,loam,1
2015,5,Darjeeling,West Bengal,61.33,2129.32,31.0,loam,0
2015,6,Darjeeling,West Bengal,324.34,2107.18,33.61,loam,0
2015,7,Darjeeling,West Bengal,523.07,2133.89,32.51,loam,0
2015,8,Darjeeling,West Bengal,614.55,2169.15,29.3,loam,1
2015,9,Darjeeling,West Bengal,276.26,2137.59,28.01,loam,1
2015,10,Darjeeling,West Bengal,113.72,2106.87,32.21,loam,0
2015,11,Darjeeling,West Bengal,192.23,2108.45,25.38,loam,0
2015,12,Darjeeling,West Bengal,187.97,2128.55,26.62,loam,0
2016,1,Darjeeling,West Bengal,40.19,2127.52,32.18,loam,0
2016,2,Darjeeling,West Bengal,123.43,2118.63,33.32,loam,0
2016,3,Darjeeling,West Bengal,20.0,2090.96,30.25,loam,0
2016,4,Darjeeling,West Bengal,42.79,2078.67,29.26,loam,1
2016,5,Darjeeling,West Bengal,238.44,2127.6,30.43,loam,0
2016,6,Darjeeling,West Bengal,290.19,2079.06,25.76,loam,0
2016,7,Darjeeling,West Bengal,522.99,2139.75,30.72,loam,1
2016,8,Darjeeling,West Bengal,428.14,2114.97,26.24,loam,0
2016,9,Darjeeling,West Bengal,374.08,2074.34,32.69,loam,0
2016,10,Darjeeling,West Bengal,199.44,2043.59,25.46,loam,0
2016,11,Darjeeling,West Bengal,43.0,2085.15,28.5,loam,1
2016,12,Darjeeling,West Bengal,20.0,2048.38,26.94,loam,0
2017,1,Darjeeling,West Bengal,20.0,2066.11,26.87,loam,0
2017,2,Darjeeling,West Bengal,108.44,2112.77,36.33,loam,0
2017,3,Darjeeling,West Bengal,20.0,2074.4,28.16,loam,0
2017,4,Darjeeling,West Bengal,47.66,2116.91,29.24,loam,0
2017,5,Darjeeling,West Bengal,110.84,2125.67,32.32,loam,0
2017,6,Darjeeling,West Bengal,321.31,2080.21,28.39,loam,1
2017,7,Darjeeling,West Bengal,485.99,2098.11,34.92,loam,1
2017,8,Darjeeling,West Bengal,562.57,2107.93,28.86,loam,0
2017,9,Darjeeling,West Bengal,343.36,2114.24,29.59,loam,1
2017,10,Darjeeling,West Bengal,131.66,2079.66,28.7,loam,0
2017,11,Darjeeling,West Bengal,139.01,2103.15,28.33,loam,0
2017,12,Darjeeling,West Bengal,62.69,2121.11,28.48,loam,0
2018,1,Darjeeling,West Bengal,86.78,2121.02,29.62,loam,0
2018,2,Darjeeling,West Bengal,63.67,2108.15,32.63,loam,0
2018,3,Darjeeling,West Bengal,62.04,2111.1,32.3,loam,0
2018,4,Darjeeling,West Bengal,176.37,2101.29,30.73,loam,0
2018,5,Darjeeling,West Bengal,125.92,2067.79,29.88,loam,0
2018,6,Darjeeling,West Bengal,269.07,2061.39,29.4,loam,0
2018,7,Darjeeling,West Bengal,492.09,2090.31,27.76,loam,1
2018,8,Darjeeling,West Bengal,402.69,2107.15,21.5,loam,0
2018,9,Darjeeling,West Bengal,285.6,2100.47,25.49,loam,0
2018,10,Darjeeling,West Bengal,209.44,2113.67,29.21,loam,1
2018,11,Darjeeling,West Bengal,131.38,2088.64,28.34,loam,1
2018,12,Darjeeling,West Bengal,90.75,2059.06,29.36,loam,1
2019,1,Darjeeling,West Bengal,159.72,2047.36,32.46,loam,0
2019,2,Darjeeling,West Bengal,20.0,2091.91,29.33,loam,0
2019,3,Darjeeling,West Bengal,45.57,2060.06,28.02,loam,0
2019,4,Darjeeling,West Bengal,138.29,2126.0,24.79,loam,0
2019,5,Darjeeling,West Bengal,90.06,2091.08,32.54,loam,0
2019,6,Darjeeling,West Bengal,353.52,2091.29,27.51,loam,1
2019,7,Darjeeling,West Bengal,524.62,2098.47,30.5,loam,1
2019,8,Darjeeling,West Bengal,472.0,2139.98,32.6,loam,0
2019,9,Darjeeling,West Bengal,275.62,2110.61,32.84,loam,0
2019,10,Darjeeling,West Bengal,110.48,2100.16,30.2,loam,0
2019,11,Darjeeling,West Bengal,66.14,2070.65,28.41,loam,0
2019,12,Darjeeling,West Bengal,169.61,2056.69,25.46,loam,0
2020,1,Darjeeling,West Bengal,212.43,2116.97,26.56,loam,0
2020,2,Darjeeling,West Bengal,107.15,2059.47,30.3,loam,0
2020,3,Darjeeling,West Bengal,223.49,2117.18,33.4,loam,1
2020,4,Darjeeling,West Bengal,114.62,2145.24,24.58,loam,1
2020,5,Darjeeling,West Bengal,123.94,2054.0,28.9,loam,1
2020,6,Darjeeling,West Bengal,381.04,2077.72,28.81,loam,1
2020,7,Darjeeling,West Bengal,711.07,2123.96,29.15,loam,0
2020,8,Darjeeling,West Bengal,648.29,2131.33,30.18,loam,0
2020,9,Darjeeling,West Bengal,347.33,2068.25,29.86,loam,1
2020,10,Darjeeling,West Bengal,78.47,2113.06,23.5,loam,0
2020,11,Darjeeling,West Bengal,228.53,2101.78,25.12,loam,0
2020,12,Darjeeling,West Bengal,61.68,2133.42,32.55,loam,0
2021,1,Darjeeling,West Bengal,183.55,2128.66,26.08,loam,0
2021,2,Darjeeling,West Bengal,91.4,2111.27,27.58,loam,0
2021,3,Darjeeling,West Bengal,230.98,2100.02,31.35,loam,0
2021,4,Darjeeling,West Bengal,59.59,2057.68,30.68,loam,0
2021,5,Darjeeling,West Bengal,149.57,2118.37,26.04,loam,0
2021,6,Darjeeling,West Bengal,377.45,2140.56,29.07,loam,1
2021,7,Darjeeling,West Bengal,653.84,2076.3,26.5,loam,1
2021,8,Darjeeling,West Bengal,489.98,2084.04,29.33,loam,1
2021,9,Darjeeling,West Bengal,370.88,2106.67,27.98,loam,0
2021,10,Darjeeling,West Bengal,20.0,2071.08,28.93,loam,1
2021,11,Darjeeling,West Bengal,59.34,2072.15,29.78,loam,0
2021,12,Darjeeling,West Bengal,74.1,2110.58,29.99,loam,0
2022,1,Darjeeling,West Bengal,20.0,2104.01,35.64,loam,0
2022,2,Darjeeling,West Bengal,56.37,2096.78,30.02,loam,0
2022,3,Darjeeling,West Bengal,146.58,2096.45,30.02,loam,0
2022,4,Darjeeling,West Bengal,152.4,2113.83,27.9,loam,0
2022,5,Darjeeling,West Bengal,208.45,2072.01,27.82,loam,1
2022,6,Darjeeling,West Bengal,393.94,2102.28,34.42,loam,0
2022,7,Darjeeling,West Bengal,637.97,2113.33,31.52,loam,1
2022,8,Darjeeling,West Bengal,563.73,2109.04,30.82,loam,0
2022,9,Darjeeling,West Bengal,264.5,2126.63,33.36,loam,0
2022,10,Darjeeling,West Bengal,49.84,2124.91,26.81,loam,1
2022,11,Darjeeling,West Bengal,81.88,2110.6,29.12,loam,0
2022,12,Darjeeling,West Bengal,21.11,2031.94,31.83,loam,0
2023,1,Darjeeling,West Bengal,97.5,2097.34,31.99,loam,0
2023,2,Darjeeling,West Bengal,192.34,2090.45,30.53,loam,0
2023,3,Darjeeling,West Bengal,36.4,2042.1,31.57,loam,0
2023,4,Darjeeling,West Bengal,162.18,2058.19,28.99,loam,0
2023,5,Darjeeling,West Bengal,80.91,2096.02,27.89,loam,0
2023,6,Darjeeling,West Bengal,375.55,2116.99,29.45,loam,0
2023,7,Darjeeling,West Bengal,482.21,2095.46,22.47,loam,1
2023,8,Darjeeling,West Bengal,629.25,2120.19,28.68,loam,0
2023,9,Darjeeling,West Bengal,305.29,2050.78,29.31,loam,0
2023,10,Darjeeling,West Bengal,95.64,2137.61,28.97,loam,0
2023,11,Darjeeling,West Bengal,59.6,2120.58,29.68,loam,0
2023,12,Darjeeling,West Bengal,125.69,2085.93,24.74,loam,0
2024,1,Darjeeling,West Bengal,78.16,2080.45,26.72,loam,0
2024,2,Darjeeling,West Bengal,136.31,2123.0,28.1,loam,0
2024,3,Darjeeling,West Bengal,162.98,2096.24,28.02,loam,1
2024,4,Darjeeling,West Bengal,37.68,2090.38,29.87,loam,1
2024,5,Darjeeling,West Bengal,127.19,2104.53,32.91,loam,1
2024,6,Darjeeling,West Bengal,320.9,2139.25,29.21,loam,1
2024,7,Darjeeling,West Bengal,486.62,2065.29,24.2,loam,0
2024,8,Darjeeling,West Bengal,549.64,2087.19,26.31,loam,0
2024,9,Darjeeling,West Bengal,346.63,2075.15,30.26,loam,1
2024,10,Darjeeling,West Bengal,113.87,2087.41,28.72,loam,1
2024,11,Darjeeling,West Bengal,132.74,2090.06,25.45,loam,0
2024,12,Darjeeling,West Bengal,124.17,2132.87,27.3,loam,1
2025,1,Darjeeling,West Bengal,159.1,2112.02,28.39,loam,0
2025,2,Darjeeling,West Bengal,20.0,2133.0,29.89,loam,0
2025,3,Darjeeling,West Bengal,30.11,2092.24,27.16,loam,0
2025,4,Darjeeling,West Bengal,159.19,2141.85,26.04,loam,0
2025,5,Darjeeling,West Bengal,79.2,2064.17,27.43,loam,1
2025,6,Darjeeling,West Bengal,262.54,2120.03,25.67,loam,1
2025,7,Darjeeling,West Bengal,357.21,2114.78,26.83,loam,1
2025,8,Darjeeling,West Bengal,408.79,2093.4,25.82,loam,1
2025,9,Darjeeling,West Bengal,301.38,2141.34,29.42,loam,0
2025,10,Darjeeling,West Bengal,59.98,2089.27,28.26,loam,0
