dd-mm-yyyy,2m_temperature,2m_dewpoint_temperature,surface_pressure,10m_wind_speed,total_precipitation,convective_available_potential_energy,month,day_of_year,Label
06-11-2003,24.4,19.94,1011.04,8.7,0.0,0.0,11,310,0
07-11-2003,24.72,18.51,1010.63,8.0,0.0,0.0,11,311,0
08-11-2003,24.51,18.36,1011.04,8.4,0.0,0.0,11,312,0
09-11-2003,24.13,17.75,1011.22,7.9,0.0,0.0,11,313,0
10-11-2003,24.65,18.29,1012.06,7.0,0.0,0.0,11,314,0
11-11-2003,23.2,17.55,1013.33,8.4,0.0,0.0,11,315,0
12-11-2003,22.35,16.67,1014.2,8.8,0.0,0.0,11,316,0
13-11-2003,22.36,17.35,1014.74,8.7,0.0,0.0,11,317,0
14-11-2003,23.14,18.02,1015.45,9.8,0.0,0.0,11,318,0
15-11-2003,22.65,17.8,1014.26,10.1,0.0,0.0,11,319,0
16-11-2003,22.01,16.82,1012.56,7.1,0.0,0.0,11,320,0
17-11-2003,21.97,16.2,1012.18,7.6,0.0,0.0,11,321,0
18-11-2003,21.85,16.49,1012.3,8.6,0.0,0.0,11,322,0
19-11-2003,23.14,17.01,1012.78,8.0,0.0,0.0,11,323,0
20-11-2003,23.52,17.4,1012.64,7.9,0.0,0.0,11,324,0
21-11-2003,22.99,15.78,1014.29,10.8,0.0,0.0,11,325,0
22-11-2003,20.13,12.38,1014.86,10.0,0.0,0.0,11,326,0
23-11-2003,20.32,14.42,1015.02,8.1,0.0,0.0,11,327,0
24-11-2003,21.61,15.55,1015.96,10.5,0.0,0.0,11,328,0
25-11-2003,22.45,16.2,1015.27,7.6,0.0,0.0,11,329,0
26-11-2003,21.64,15.68,1013.73,8.2,0.0,0.0,11,330,0
27-11-2003,20.95,13.95,1012.56,8.4,0.0,0.0,11,331,0
28-11-2003,20.32,12.37,1013.29,9.0,0.0,0.0,11,332,0
29-11-2003,19.67,11.38,1014.78,9.5,0.0,0.0,11,333,0
30-11-2003,19.67,12.74,1014.53,8.9,0.0,0.0,11,334,0
01-12-2003,19.78,12.98,1014.7,8.6,0.0,0.0,12,335,0
02-12-2003,19.36,12.05,1014.2,9.0,0.0,0.0,12,336,0
03-12-2003,19.13,11.89,1013.03,9.4,0.0,0.0,12,337,0
04-12-2003,19.2,11.84,1012.88,9.9,0.0,0.0,12,338,0
05-12-2003,19.78,12.49,1014.08,10.1,0.0,0.0,12,339,0
06-12-2003,19.94,12.59,1013.8,9.2,0.0,0.0,12,340,0
07-12-2003,19.92,12.75,1013.93,9.7,0.0,0.0,12,341,0
08-12-2003,20.38,13.74,1014.18,9.0,0.0,0.0,12,342,0
09-12-2003,21.8,14.56,1013.73,8.4,0.0,0.0,12,343,0
10-12-2003,21.42,14.25,1014.45,8.5,0.0,0.0,12,344,0
11-12-2003,21.21,14.07,1014.66,11.2,0.0,0.0,12,345,0
12-12-2003,21.03,14.02,1015.09,12.6,0.0,0.0,12,346,0
13-12-2003,20.78,13.27,1014.71,9.5,0.0,0.0,12,347,0
14-12-2003,20.92,13.9,1014.35,8.6,0.0,0.0,12,348,0
15-12-2003,21.35,14.6,1013.58,9.7,0.0,0.0,12,349,0
16-12-2003,20.5,15.26,1013.0,7.4,1.7,0.0,12,350,0
17-12-2003,18.02,16.25,1012.97,15.6,58.3,0.0,12,351,0
18-12-2003,18.99,15.09,1013.88,15.0,0.6,0.0,12,352,0
19-12-2003,21.26,16.9,1014.52,15.2,0.0,0.0,12,353,0
20-12-2003,20.75,15.69,1016.38,11.2,0.0,0.0,12,354,0
21-12-2003,19.64,14.48,1017.6,11.5,0.0,0.0,12,355,0
22-12-2003,18.71,13.44,1017.61,10.9,0.0,0.0,12,356,0
23-12-2003,18.19,12.9,1017.2,10.0,0.0,0.0,12,357,0
24-12-2003,17.81,11.13,1016.3,10.7,0.0,0.0,12,358,0
25-12-2003,17.32,11.02,1016.45,12.9,0.0,0.0,12,359,0
26-12-2003,17.25,9.96,1015.99,11.9,0.0,0.0,12,360,0
27-12-2003,17.03,9.1,1016.26,8.0,0.0,0.0,12,361,0
28-12-2003,16.72,12.52,1017.41,8.1,2.2,0.0,12,362,0
29-12-2003,16.4,11.06,1020.25,12.4,0.0,0.0,12,363,0
30-12-2003,15.9,10.53,1019.78,13.0,0.0,0.0,12,364,0
31-12-2003,16.32,11.35,1017.69,10.1,0.0,0.0,12,365,0
01-01-2004,16.28,11.2,1016.34,9.2,0.0,0.0,1,1,0
02-01-2004,16.22,10.87,1016.54,10.2,0.0,0.0,1,2,0
03-01-2004,15.92,10.26,1017.16,10.6,0.0,0.0,1,3,0
04-01-2004,15.7,10.5,1017.62,12.1,0.0,0.0,1,4,0
05-01-2004,15.58,10.32,1018.23,10.6,0.0,0.0,1,5,0
06-01-2004,16.08,11.1,1017.01,9.5,0.0,0.0,1,6,0
07-01-2004,16.74,11.94,1016.7,8.9,0.0,0.0,1,7,0
08-01-2004,17.17,11.7,1017.46,11.8,0.0,0.0,1,8,0
09-01-2004,16.74,10.24,1017.92,11.2,0.0,0.0,1,9,0
10-01-2004,16.72,9.7,1017.9,12.1,0.0,0.0,1,10,0
11-01-2004,17.27,11.35,1015.95,10.1,0.0,0.0,1,11,0
12-01-2004,17.82,12.22,1015.28,9.4,0.0,0.0,1,12,0
13-01-2004,18.41,12.48,1013.54,8.0,0.0,0.0,1,13,0
14-01-2004,19.04,13.74,1011.76,9.3,0.0,0.0,1,14,0
15-01-2004,20.03,16.08,1013.61,9.8,0.1,0.0,1,15,0
16-01-2004,20.48,16.95,1014.08,7.3,0.0,0.0,1,16,0
17-01-2004,20.25,15.68,1012.69,8.2,0.0,0.0,1,17,0
18-01-2004,20.5,14.82,1012.18,10.4,0.0,0.0,1,18,0
19-01-2004,22.77,17.47,1010.98,11.5,0.0,0.0,1,19,0
20-01-2004,21.0,14.75,1013.01,8.3,0.0,0.0,1,20,0
21-01-2004,20.96,15.4,1012.57,7.5,0.0,0.0,1,21,0
22-01-2004,21.68,17.33,1012.12,9.0,0.0,0.0,1,22,0
23-01-2004,22.09,17.85,1012.6,7.6,0.1,0.0,1,23,0
24-01-2004,21.78,17.55,1012.43,10.1,0.0,0.0,1,24,0
25-01-2004,20.15,14.45,1013.25,13.0,0.0,0.0,1,25,0
26-01-2004,18.77,12.84,1013.94,10.1,0.0,0.0,1,26,0
27-01-2004,18.8,12.0,1014.05,11.8,0.0,0.0,1,27,0
28-01-2004,17.99,10.22,1013.84,10.5,0.0,0.0,1,28,0
29-01-2004,17.81,9.34,1013.42,12.1,0.0,0.0,1,29,0
30-01-2004,19.59,10.94,1012.75,8.3,0.0,0.0,1,30,0
31-01-2004,20.86,13.47,1011.96,8.0,0.0,0.0,1,31,0
01-02-2004,21.09,16.45,1011.22,5.0,0.9,0.0,2,32,0
02-02-2004,21.55,15.06,1012.26,12.6,0.0,0.0,2,33,0
03-02-2004,19.25,8.75,1013.2,13.2,0.0,0.0,2,34,0
04-02-2004,17.51,7.7,1013.27,10.0,0.0,0.0,2,35,0
05-02-2004,17.65,8.13,1012.99,9.4,0.0,0.0,2,36,0
06-02-2004,17.08,11.55,1013.77,6.1,0.0,0.0,2,37,0
07-02-2004,19.25,11.99,1016.46,10.1,0.0,0.0,2,38,0
08-02-2004,18.82,8.75,1017.25,11.0,0.0,0.0,2,39,0
09-02-2004,19.53,9.98,1015.43,10.8,0.0,0.0,2,40,0
10-02-2004,20.5,11.22,1015.42,8.6,0.0,0.0,2,41,0
11-02-2004,21.88,12.42,1015.97,5.8,0.0,0.0,2,42,0
12-02-2004,22.0,11.5,1016.3,13.0,0.0,0.0,2,43,0
13-02-2004,22.39,10.83,1015.35,11.9,0.0,0.0,2,44,0
14-02-2004,22.5,12.29,1013.2,10.0,0.0,0.0,2,45,0
15-02-2004,22.66,13.12,1012.32,8.7,0.0,0.0,2,46,0
16-02-2004,22.95,13.08,1013.25,7.9,0.0,0.0,2,47,0
17-02-2004,22.45,12.27,1012.69,10.6,0.0,0.0,2,48,0
18-02-2004,22.9,13.0,1010.25,10.0,0.0,0.0,2,49,0
19-02-2004,23.44,15.48,1009.24,13.4,0.0,0.0,2,50,0
20-02-2004,25.29,16.28,1010.17,16.1,0.0,0.0,2,51,0
21-02-2004,23.93,14.25,1013.21,10.0,0.0,0.0,2,52,0
22-02-2004,23.67,13.58,1011.19,9.8,0.0,0.0,2,53,0
23-02-2004,23.74,13.86,1010.88,11.2,0.0,0.0,2,54,0
24-02-2004,23.63,12.2,1011.8,10.8,0.0,0.0,2,55,0
25-02-2004,24.05,12.79,1011.52,10.3,0.0,0.0,2,56,0
26-02-2004,24.15,14.4,1010.2,7.7,0.0,0.0,2,57,0
27-02-2004,24.39,15.87,1009.32,10.2,0.0,0.0,2,58,0
28-02-2004,26.0,18.49,1008.38,13.8,0.0,0.0,2,59,0
29-02-2004,27.36,18.79,1008.22,13.3,0.0,0.0,2,60,0
01-03-2004,27.35,16.47,1008.26,10.2,0.0,0.0,3,61,0
02-03-2004,25.57,11.85,1008.39,11.9,0.0,0.0,3,62,0
03-03-2004,24.07,8.87,1008.8,11.2,0.0,0.0,3,63,0
04-03-2004,24.62,11.48,1009.34,10.4,0.0,0.0,3,64,0
05-03-2004,25.24,11.1,1008.89,11.5,0.0,0.0,3,65,0
06-03-2004,26.07,13.36,1009.31,10.8,0.0,0.0,3,66,0
07-03-2004,22.88,18.33,1012.39,15.1,4.8,0.0,3,67,0
08-03-2004,24.29,14.5,1016.26,9.0,0.0,0.0,3,68,0
09-03-2004,25.99,14.13,1014.46,10.1,0.0,0.0,3,69,0
10-03-2004,24.32,18.37,1012.62,12.6,1.5,0.0,3,70,0
11-03-2004,24.98,17.89,1011.32,8.6,0.0,0.0,3,71,0
12-03-2004,26.05,19.31,1011.39,11.6,0.0,0.0,3,72,0
13-03-2004,27.62,18.72,1011.51,9.2,0.0,0.0,3,73,0
14-03-2004,28.12,18.31,1010.34,8.4,0.0,0.0,3,74,0
15-03-2004,28.6,17.67,1008.68,8.0,0.0,0.0,3,75,0
16-03-2004,28.83,18.78,1006.62,10.0,0.0,0.0,3,76,0
17-03-2004,28.7,21.6,1005.68,12.3,0.0,0.0,3,77,0
18-03-2004,28.49,22.74,1006.75,11.2,0.0,0.0,3,78,0
19-03-2004,28.45,22.76,1004.89,15.1,0.0,0.0,3,79,0
20-03-2004,29.6,20.83,1002.14,16.6,0.0,0.0,3,80,0
21-03-2004,29.0,21.64,1003.78,16.9,0.0,0.0,3,81,0
22-03-2004,29.21,22.78,1004.26,20.7,0.0,0.0,3,82,0
23-03-2004,29.12,23.42,1003.67,21.3,0.0,0.0,3,83,0
24-03-2004,29.3,23.3,1003.55,18.8,0.0,0.0,3,84,0
25-03-2004,28.99,23.32,1004.4,17.3,0.0,0.0,3,85,0
26-03-2004,29.0,22.96,1006.33,17.4,0.0,0.0,3,86,0
27-03-2004,29.57,22.62,1008.05,17.9,0.0,0.0,3,87,0
28-03-2004,29.94,22.06,1007.82,16.9,0.0,0.0,3,88,0
29-03-2004,29.77,23.88,1007.48,15.9,0.0,0.0,3,89,0
30-03-2004,29.51,23.91,1008.08,14.6,0.8,0.0,3,90,0
31-03-2004,29.68,22.89,1007.88,16.0,1.2,0.0,3,91,0
01-04-2004,29.3,22.97,1008.8,16.6,0.4,0.0,4,92,0
02-04-2004,29.09,24.2,1008.49,16.5,2.2,0.0,4,93,0
03-04-2004,29.31,24.38,1008.0,20.5,4.4,0.0,4,94,0
04-04-2004,30.01,24.7,1008.58,18.2,1.4,0.0,4,95,0
05-04-2004,29.36,24.51,1007.0,19.1,3.2,0.0,4,96,0
06-04-2004,29.04,23.99,1005.69,14.8,9.4,0.0,4,97,0
07-04-2004,26.84,23.41,1007.57,15.8,10.4,0.0,4,98,0
08-04-2004,26.73,22.8,1006.82,12.7,1.2,0.0,4,99,0
09-04-2004,27.33,23.62,1004.73,20.8,14.9,0.0,4,100,0
10-04-2004,29.52,24.83,1004.75,26.0,0.0,0.0,4,101,0
11-04-2004,30.05,25.25,1004.5,24.5,0.0,0.0,4,102,0
12-04-2004,30.0,25.4,1002.52,19.6,0.0,0.0,4,103,0
13-04-2004,30.88,24.92,1000.3,21.7,0.0,0.0,4,104,0
14-04-2004,31.05,25.01,999.35,24.3,0.0,0.0,4,105,0
15-04-2004,31.26,24.5,998.98,25.8,0.0,0.0,4,106,0
16-04-2004,31.54,24.67,999.19,23.1,0.0,0.0,4,107,0
17-04-2004,31.45,25.43,998.79,22.0,0.0,0.0,4,108,0
18-04-2004,31.53,25.75,998.64,21.7,0.0,0.0,4,109,0
19-04-2004,29.21,24.57,1004.01,14.9,13.3,0.0,4,110,0
20-04-2004,27.78,24.68,1009.08,15.7,12.6,0.0,4,111,0
21-04-2004,28.98,25.04,1006.88,16.0,1.5,0.0,4,112,0
22-04-2004,28.99,24.89,1004.5,19.7,5.0,0.0,4,113,0
23-04-2004,29.45,24.49,1004.51,15.8,6.5,0.0,4,114,0
24-04-2004,27.69,23.76,1007.22,10.4,8.6,0.0,4,115,0
25-04-2004,27.44,23.73,1007.81,9.2,3.5,0.0,4,116,0
26-04-2004,27.79,22.99,1007.63,9.0,0.4,0.0,4,117,0
27-04-2004,27.92,23.36,1006.44,7.9,2.3,0.0,4,118,0
28-04-2004,28.18,23.45,1005.68,11.2,2.0,0.0,4,119,0
29-04-2004,28.26,23.92,1005.17,13.4,2.9,0.0,4,120,0
30-04-2004,29.16,24.02,1005.2,9.5,0.5,0.0,4,121,0
01-05-2004,30.06,24.15,1004.78,11.1,0.0,0.0,5,122,0
02-05-2004,30.66,24.21,1004.45,11.5,1.9,0.0,5,123,0
03-05-2004,31.12,22.25,1005.48,10.1,0.0,0.0,5,124,0
04-05-2004,31.11,22.33,1005.08,12.8,0.0,0.0,5,125,0
05-05-2004,31.23,22.8,1004.09,15.8,0.0,0.0,5,126,0
06-05-2004,32.11,22.07,1003.96,19.9,0.0,0.0,5,127,0
07-05-2004,31.53,22.75,1005.15,16.1,0.2,0.0,5,128,0
08-05-2004,31.4,23.18,1004.02,17.8,0.2,0.0,5,129,0
09-05-2004,31.69,22.94,1002.61,22.2,0.0,0.0,5,130,0
10-05-2004,32.23,23.98,1001.42,24.0,0.0,0.0,5,131,0
11-05-2004,32.61,24.99,1000.22,23.1,0.0,0.0,5,132,0
12-05-2004,32.66,25.73,997.86,25.6,0.0,0.0,5,133,0
13-05-2004,33.32,26.11,996.94,23.2,0.4,0.0,5,134,0
14-05-2004,33.36,26.3,997.92,20.1,0.9,0.0,5,135,0
15-05-2004,32.32,26.98,998.75,20.2,0.0,0.0,5,136,0
16-05-2004,32.22,25.95,999.77,17.4,0.0,0.0,5,137,0
17-05-2004,31.46,25.3,999.25,15.9,0.5,0.0,5,138,0
18-05-2004,31.3,24.92,995.85,15.7,0.2,0.0,5,139,0
19-05-2004,33.13,24.91,992.84,12.7,0.2,0.0,5,140,0
20-05-2004,34.04,25.88,993.92,17.7,0.4,0.0,5,141,0
21-05-2004,33.6,26.03,996.12,20.2,0.0,0.0,5,142,0
22-05-2004,32.85,26.03,997.97,19.3,0.0,0.0,5,143,0
23-05-2004,32.44,26.4,1000.49,25.8,0.0,0.0,5,144,0
24-05-2004,31.86,25.62,1002.77,17.5,2.2,0.0,5,145,0
25-05-2004,29.64,25.5,1003.46,17.4,20.8,0.0,5,146,0
26-05-2004,28.38,25.36,1003.82,12.3,8.3,0.0,5,147,0
27-05-2004,28.9,25.35,1004.92,9.5,16.1,0.0,5,148,0
28-05-2004,30.08,25.65,1005.07,12.2,3.8,0.0,5,149,0
29-05-2004,29.8,25.56,1003.82,14.8,3.3,0.0,5,150,0
30-05-2004,30.49,25.1,1004.1,19.4,0.8,0.0,5,151,0
31-05-2004,30.68,25.19,1004.38,16.2,0.3,0.0,5,152,0
01-06-2004,30.21,26.05,1004.16,16.0,3.8,0.0,6,153,0
02-06-2004,28.08,25.56,1003.42,20.2,9.9,0.0,6,154,0
03-06-2004,29.08,26.48,1001.05,22.1,40.8,0.0,6,155,0
04-06-2004,28.58,25.63,1002.27,14.5,6.8,0.0,6,156,0
05-06-2004,29.16,25.71,1002.87,11.7,4.2,0.0,6,157,0
06-06-2004,29.2,25.69,1003.1,12.7,9.0,0.0,6,158,0
07-06-2004,29.0,25.47,1003.71,13.2,13.9,0.0,6,159,0
08-06-2004,29.5,25.48,1002.97,11.4,6.8,0.0,6,160,0
09-06-2004,29.9,25.6,1002.87,8.6,0.3,0.0,6,161,0
10-06-2004,30.12,25.91,1001.77,8.7,0.6,0.0,6,162,0
11-06-2004,29.55,26.02,1000.89,13.0,4.2,0.0,6,163,0
12-06-2004,27.89,25.31,999.99,24.3,20.7,0.0,6,164,0
13-06-2004,27.03,24.97,998.16,32.4,14.5,0.0,6,165,0
14-06-2004,27.12,25.06,998.58,25.3,18.3,0.0,6,166,0
15-06-2004,26.51,25.2,1000.21,17.3,27.3,0.0,6,167,0
16-06-2004,28.08,26.1,999.35,10.1,15.9,0.0,6,168,0
17-06-2004,27.87,26.07,996.7,11.0,11.4,0.0,6,169,0
18-06-2004,27.99,26.1,997.11,15.0,5.7,0.0,6,170,0
19-06-2004,27.48,25.67,995.64,11.2,34.3,0.0,6,171,0
20-06-2004,27.86,25.47,996.81,18.2,12.0,0.0,6,172,0
21-06-2004,27.4,25.05,998.2,20.6,23.8,0.0,6,173,0
22-06-2004,30.43,25.67,999.7,17.1,0.4,0.0,6,174,0
23-06-2004,30.45,25.5,997.67,16.1,0.5,0.0,6,175,0
24-06-2004,30.8,25.64,998.82,11.8,0.3,0.0,6,176,0
25-06-2004,31.04,26.28,1000.12,9.7,0.3,0.0,6,177,0
26-06-2004,31.18,26.43,999.91,8.6,0.9,0.0,6,178,0
27-06-2004,31.2,26.33,999.8,8.3,0.5,0.0,6,179,0
28-06-2004,30.28,26.78,1000.29,14.8,10.1,0.0,6,180,0
29-06-2004,29.38,26.83,999.75,15.5,10.4,0.0,6,181,0
30-06-2004,29.18,26.62,998.72,11.2,9.5,0.0,6,182,0
01-07-2004,29.45,26.3,999.03,9.9,8.1,0.0,7,183,0
02-07-2004,29.26,26.27,998.89,13.4,10.6,0.0,7,184,0
03-07-2004,27.82,25.21,998.31,19.7,9.4,0.0,7,185,0
04-07-2004,28.04,25.45,999.4,21.2,7.3,0.0,7,186,0
05-07-2004,28.66,25.56,1002.06,19.3,2.5,0.0,7,187,0
06-07-2004,28.54,25.69,1002.23,19.7,5.8,0.0,7,188,0
07-07-2004,27.78,25.52,1002.69,21.2,4.5,0.0,7,189,0
08-07-2004,27.6,25.4,1003.31,21.7,19.8,0.0,7,190,0
09-07-2004,28.36,25.44,1002.18,16.7,1.6,0.0,7,191,0
10-07-2004,28.8,25.68,1000.24,19.2,1.6,0.0,7,192,0
11-07-2004,28.97,25.76,1000.17,16.6,5.4,0.0,7,193,0
12-07-2004,27.82,25.63,1000.58,11.3,15.2,0.0,7,194,0
13-07-2004,27.5,24.55,1000.6,11.8,7.8,0.0,7,195,0
14-07-2004,27.83,25.02,998.1,12.6,5.8,0.0,7,196,0
15-07-2004,26.58,24.74,997.58,16.0,12.5,0.0,7,197,0
16-07-2004,27.3,24.83,999.76,20.2,10.1,0.0,7,198,0
17-07-2004,27.64,25.15,1002.25,19.7,8.7,0.0,7,199,0
18-07-2004,28.44,25.33,1000.38,22.6,6.7,0.0,7,200,0
19-07-2004,29.15,25.88,998.24,19.3,2.0,0.0,7,201,0
20-07-2004,28.78,26.0,997.99,17.1,3.4,0.0,7,202,0
21-07-2004,27.53,25.58,999.04,12.3,5.1,0.0,7,203,0
22-07-2004,28.1,25.4,999.98,6.2,1.0,0.0,7,204,0
23-07-2004,27.48,24.96,1000.48,15.7,12.7,0.0,7,205,0
24-07-2004,27.08,24.83,1000.75,16.5,5.6,0.0,7,206,0
25-07-2004,27.5,24.75,1000.48,12.7,5.1,0.0,7,207,0
26-07-2004,27.38,24.72,999.29,13.5,11.0,0.0,7,208,0
27-07-2004,27.46,24.78,998.49,16.6,3.2,0.0,7,209,0
28-07-2004,27.54,24.72,998.57,20.1,3.3,0.0,7,210,0
29-07-2004,27.08,24.81,1000.3,18.5,9.0,0.0,7,211,0
30-07-2004,26.97,24.62,1001.78,19.3,12.0,0.0,7,212,0
31-07-2004,27.43,25.18,1000.29,10.2,9.0,0.0,7,213,0
01-08-2004,27.81,24.85,998.18,12.1,5.1,0.0,8,214,0
02-08-2004,27.72,24.98,997.12,17.9,5.8,0.0,8,215,0
03-08-2004,27.95,24.92,996.08,21.0,1.6,0.0,8,216,0
04-08-2004,27.57,24.97,996.18,25.3,6.3,0.0,8,217,0
05-08-2004,26.96,24.71,998.55,23.6,8.6,0.0,8,218,0
06-08-2004,26.47,25.02,998.83,13.2,17.4,0.0,8,219,0
07-08-2004,26.05,25.01,998.9,13.1,31.8,0.0,8,220,0
08-08-2004,26.3,24.91,998.85,15.2,16.6,0.0,8,221,0
09-08-2004,27.52,24.59,998.57,15.2,1.5,0.0,8,222,0
10-08-2004,26.6,24.82,998.21,10.7,14.3,0.0,8,223,0
11-08-2004,27.1,24.83,996.86,12.3,10.2,0.0,8,224,0
12-08-2004,26.38,25.02,997.28,13.6,24.1,0.0,8,225,0
13-08-2004,26.63,25.05,999.21,16.4,12.2,0.0,8,226,0
14-08-2004,27.18,24.78,999.93,11.7,13.4,0.0,8,227,0
15-08-2004,27.56,25.17,999.09,8.9,6.9,0.0,8,228,0
16-08-2004,27.18,24.99,999.18,10.3,8.3,0.0,8,229,0
17-08-2004,27.63,25.23,1000.23,13.4,7.7,0.0,8,230,0
18-08-2004,27.66,25.21,1000.37,8.8,5.9,0.0,8,231,0
19-08-2004,27.4,25.05,997.1,8.7,12.4,0.0,8,232,0
20-08-2004,27.45,25.25,995.17,20.2,10.3,0.0,8,233,0
21-08-2004,27.45,25.12,998.75,22.2,12.0,0.0,8,234,0
22-08-2004,27.89,25.27,1001.67,15.4,4.7,0.0,8,235,0
23-08-2004,27.8,25.22,1002.7,11.9,8.4,0.0,8,236,0
24-08-2004,27.61,25.3,1003.32,8.8,12.3,0.0,8,237,0
25-08-2004,28.85,26.15,1002.08,11.2,4.2,0.0,8,238,0
26-08-2004,29.18,25.92,1000.18,11.1,1.1,0.0,8,239,0
27-08-2004,28.44,25.91,999.08,8.1,8.9,0.0,8,240,0
28-08-2004,28.25,26.0,1000.44,10.0,9.6,0.0,8,241,0
29-08-2004,27.83,25.55,1001.02,8.7,15.7,0.0,8,242,0
30-08-2004,28.28,26.0,1001.56,10.7,12.1,0.0,8,243,0
31-08-2004,28.23,26.24,1001.52,12.0,19.3,0.0,8,244,0
01-09-2004,28.98,26.13,1001.98,10.4,3.3,0.0,9,245,0
02-09-2004,28.37,26.13,1004.29,10.1,7.3,0.0,9,246,0
03-09-2004,28.28,25.98,1005.23,10.7,4.7,0.0,9,247,0
04-09-2004,28.44,25.74,1003.74,10.4,1.7,0.0,9,248,0
05-09-2004,28.27,25.31,1003.5,14.4,3.2,0.0,9,249,0
06-09-2004,28.18,25.45,1005.29,13.7,4.7,0.0,9,250,0
07-09-2004,28.52,25.28,1004.6,14.5,1.6,0.0,9,251,0
08-09-2004,29.2,25.41,1002.37,13.4,0.4,0.0,9,252,0
09-09-2004,28.5,26.21,1000.86,10.9,8.6,0.0,9,253,0
10-09-2004,27.07,24.62,1000.93,9.0,8.5,0.0,9,254,0
11-09-2004,25.79,24.23,997.82,21.6,11.1,0.0,9,255,0
12-09-2004,25.06,23.68,997.53,16.1,42.9,0.0,9,256,0
13-09-2004,24.53,23.26,999.33,18.7,11.1,0.0,9,257,0
14-09-2004,23.96,22.78,998.67,15.5,15.5,0.0,9,258,0
15-09-2004,25.06,23.38,998.66,11.2,24.8,0.0,9,259,0
16-09-2004,25.21,24.0,1000.45,11.7,13.8,0.0,9,260,0
17-09-2004,25.8,24.1,1004.15,17.9,16.8,0.0,9,261,0
18-09-2004,26.14,24.04,1005.25,16.8,7.8,0.0,9,262,0
19-09-2004,26.45,24.32,1005.75,18.0,6.4,0.0,9,263,0
20-09-2004,26.44,24.46,1007.46,11.5,7.3,0.0,9,264,0
21-09-2004,27.13,24.7,1008.44,8.4,2.9,0.0,9,265,0
22-09-2004,27.19,24.48,1008.55,8.8,5.8,0.0,9,266,0
23-09-2004,27.33,24.74,1007.77,11.6,6.9,0.0,9,267,0
24-09-2004,27.72,24.96,1007.63,11.3,6.0,0.0,9,268,0
25-09-2004,27.76,24.66,1008.67,12.1,1.3,0.0,9,269,0
26-09-2004,27.95,25.29,1009.28,9.0,2.1,0.0,9,270,0
27-09-2004,27.56,24.97,1008.56,10.1,9.7,0.0,9,271,0
28-09-2004,27.59,25.39,1007.16,9.0,8.4,0.0,9,272,0
29-09-2004,27.11,25.28,1008.42,10.1,17.2,0.0,9,273,0
30-09-2004,27.86,25.16,1009.87,7.3,3.0,0.0,9,274,0
01-10-2004,27.21,24.85,1010.34,6.5,7.4,0.0,10,275,0
02-10-2004,27.99,24.5,1009.7,10.8,0.2,0.0,10,276,0
03-10-2004,26.38,24.34,1009.48,12.6,8.9,0.0,10,277,0
04-10-2004,25.25,24.04,1007.44,16.0,35.5,0.0,10,278,0
05-10-2004,25.03,24.05,1006.03,13.3,23.1,0.0,10,279,0
06-10-2004,25.38,24.18,1005.8,19.0,19.6,0.0,10,280,0
07-10-2004,25.63,24.28,1002.3,24.3,25.1,0.0,10,281,0
08-10-2004,26.31,22.04,1006.88,17.7,0.1,0.0,10,282,0
09-10-2004,26.8,23.02,1009.64,6.0,0.0,0.0,10,283,0
10-10-2004,27.04,23.92,1011.22,6.4,0.7,0.0,10,284,0
11-10-2004,27.28,23.68,1011.4,7.3,0.2,0.0,10,285,0
12-10-2004,27.09,23.55,1011.7,6.4,0.1,0.0,10,286,0
13-10-2004,26.66,23.7,1011.79,6.1,4.2,0.0,10,287,0
14-10-2004,25.89,23.9,1011.38,11.0,9.0,0.0,10,288,0
15-10-2004,25.65,22.71,1010.02,15.0,0.0,0.0,10,289,0
16-10-2004,25.76,22.31,1011.26,10.9,0.0,0.0,10,290,0
17-10-2004,24.95,20.85,1012.41,11.3,0.0,0.0,10,291,0
18-10-2004,24.54,20.11,1012.18,9.0,0.0,0.0,10,292,0
19-10-2004,25.02,20.59,1011.65,7.4,0.0,0.0,10,293,0
20-10-2004,25.45,21.21,1011.61,7.6,0.0,0.0,10,294,0
21-10-2004,25.8,21.22,1012.37,9.7,0.0,0.0,10,295,0
22-10-2004,25.45,20.26,1013.28,9.1,0.0,0.0,10,296,0
23-10-2004,25.27,19.86,1012.78,8.3,0.0,0.0,10,297,0
24-10-2004,24.92,19.35,1013.87,9.0,0.0,0.0,10,298,0
25-10-2004,24.95,20.08,1014.38,9.4,0.0,0.0,10,299,0
26-10-2004,25.03,20.09,1014.21,7.8,0.0,0.0,10,300,0
27-10-2004,25.46,20.4,1013.3,7.6,0.1,0.0,10,301,0
28-10-2004,25.92,21.17,1013.05,6.9,0.3,0.0,10,302,0
29-10-2004,25.51,20.09,1013.5,7.2,0.2,0.0,10,303,0
30-10-2004,25.18,20.19,1013.65,8.0,0.0,0.0,10,304,0
31-10-2004,25.09,18.48,1012.96,13.7,0.0,0.0,10,305,0
01-11-2004,23.59,15.69,1012.79,14.0,0.0,0.0,11,306,0
02-11-2004,22.98,14.34,1012.83,12.7,0.0,0.0,11,307,0
03-11-2004,22.9,15.0,1013.12,9.8,0.0,0.0,11,308,0
04-11-2004,22.95,14.52,1013.0,9.8,0.0,0.0,11,309,0
05-11-2004,22.93,15.31,1013.15,9.6,0.0,0.0,11,310,0
06-11-2004,23.17,16.18,1012.62,8.7,0.0,0.0,11,311,0
07-11-2004,23.37,15.7,1011.83,7.9,0.0,0.0,11,312,0
